,tinh,project,link,kind,location,price
10,tai-phu-yen,Biệt thự The Seahara Shop Villas Phú Yên,https://cafeland.vn/du-an/biet-thu-the-seahara-shop-villas-phu-yen-2715.html,Nhà Phố - Biệt Thự,"Địa chỉ: Đường DT650, TP. Tuy Hòa, Phú Yên","Giá thấp nhất: 9,60 tỷ"
11,tai-phu-yen,Căn hộ The Light Phú Yên,https://cafeland.vn/du-an/can-ho-the-light-phu-yen-2690.html,Căn hộ chung cư,"Địa chỉ: số 220 đường Trần Hưng Đạo, TP. Tuy Hòa, Phú Yên",Giá thấp nhất: 957 triệu
12,tai-phu-yen,Tổ hợp nghĩ dưỡng Kallias Complex City Phú Yên,https://cafeland.vn/du-an/to-hop-nghi-duong-kallias-complex-city-phu-yen-2652.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đường Độc Lập, TP. Tuy Hòa, Phú Yên","Giá thấp nhất: 4,50 tỷ"
13,tai-phu-yen,Khu dân cư Hòa Lợi Residences Phú Yên,https://cafeland.vn/du-an/khu-dan-cu-hoa-loi-residences-phu-yen-2457.html,Khu Đô Thị,"Địa chỉ: TX. Sông Cầu, Phú Yên",Giá thấp nhất: 910 triệu
14,tai-phu-yen,Tổ hợp nghỉ dưỡng Thera Premium Phú Yên,https://cafeland.vn/du-an/to-hop-nghi-duong-thera-premium-phu-yen-2417.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: lô C1, đường Độc Lập, TP. Tuy Hòa, Phú Yên","Giá thấp nhất: 9,90 tỷ"
15,tai-phu-yen,Nhà phố thương mại La Maison Premium Phú Yên,https://cafeland.vn/du-an/nha-pho-thuong-mai-la-maison-premium-phu-yen-2236.html,Khu Đô Thị,"Địa chỉ: Đại lộ Hùng Vương, TP. Tuy Hòa, Phú Yên",Địa chỉ:
16,tai-phu-yen,Khu đô thị Vịnh Xuân Đài Phú Yên,https://cafeland.vn/du-an/khu-do-thi-vinh-xuan-dai-phu-yen-2189.html,Khu Đô Thị,"Địa chỉ: TX. Sông Cầu, Phú Yên","Giá thấp nhất: 1,10 tỷ"
17,tai-phu-yen,Dự án Apec Mandala Wyndham Phú Yên,https://cafeland.vn/du-an/du-an-apec-mandala-wyndham-phu-yen-2073.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Đại lộ Hùng Vương, TP. Tuy Hòa, Phú Yên",Địa chỉ:
18,tai-phu-yen,Khu nghỉ dưỡng Việt Beach Resort Phú Yên,https://cafeland.vn/du-an/khu-nghi-duong-viet-beach-resort-phu-yen-1826.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: TP. Tuy Hòa, Phú Yên",Địa chỉ:
19,tai-phu-yen,Biệt thự nghỉ dưỡng Rosa Alba Resort,https://cafeland.vn/du-an/biet-thu-nghi-duong-rosa-alba-resort-1605.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Đại lộ Độc Lập, TP. Tuy Hòa, Phú Yên","Giá thấp nhất: 3,50 tỷ"
