,tinh,project,link,kind,location,price
10,tai-quang-ninh,Licogi 18.1: Dự án khu đô thị tại Uông Bí,https://cafeland.vn/du-an/licogi-181-du-an-khu-do-thi-tai-uong-bi-3995.html,Đất Nền Dự Án,"Địa chỉ: đường Trần Anh Tông, TP. Uông Bí, Quảng Ninh",Địa chỉ:
11,tai-quang-ninh,GHomes Hạ Long: Dự án nhà ở xã hội tại Quảng Ninh,https://cafeland.vn/du-an/ghomes-ha-long-du-an-nha-o-xa-hoi-tai-quang-ninh-3987.html,Căn hộ chung cư,"Địa chỉ: đường Đồi Cột 2, TP. Hạ Long, Quảng Ninh",Giá thấp nhất: 714 triệu
12,tai-quang-ninh,An Biên: Dự án khu biệt thự sinh thái nghỉ dưỡng tại Quảng Ninh,https://cafeland.vn/du-an/an-bien-du-an-khu-biet-thu-sinh-thai-nghi-duong-tai-quang-ninh-3967.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đường Lê Lợi, TP. Hạ Long, Quảng Ninh",Địa chỉ:
13,tai-quang-ninh,TNR Stars Đông Triều: Dự án khu đô thị sinh thái tại Quảng Ninh,https://cafeland.vn/du-an/tnr-stars-dong-trieu-du-an-khu-do-thi-sinh-thai-tai-quang-ninh-3966.html,Khu Đô Thị,"Địa chỉ: Quốc lộ 18, TX. Đông Triều, Quảng Ninh","Giá thấp nhất: 1,43 tỷ"
14,tai-quang-ninh,Deep C Quảng Ninh II: Dự án khu công nghiệp tại Quảng Ninh,https://cafeland.vn/du-an/deep-c-quang-ninh-ii-du-an-khu-cong-nghiep-tai-quang-ninh-3962.html,Khu công nghiệp,Địa chỉ: Quảng Ninh,Địa chỉ:
15,tai-quang-ninh,MHDI Móng Cái: Dự án khu nhà ở tại Quảng Ninh,https://cafeland.vn/du-an/mhdi-mong-cai-du-an-khu-nha-o-tai-quang-ninh-3796.html,Khu Đô Thị,"Địa chỉ: đại lộ Hòa Bình, TP. Móng Cái, Quảng Ninh","Giá thấp nhất: 2,38 tỷ"
16,tai-quang-ninh,Sun Marina Plaza: Dự án tổ hợp thương mại tại thành phố Hạ Long,https://cafeland.vn/du-an/sun-marina-plaza-du-an-to-hop-thuong-mai-tai-thanh-pho-ha-long-3793.html,Loại Hình Khác,"Địa chỉ: Mặt biển Hạ Long, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 17,78 tỷ"
17,tai-quang-ninh,Vinaconex Móng Cái: Dự án khu đô thị tại Quảng Ninh,https://cafeland.vn/du-an/vinaconex-mong-cai-du-an-khu-do-thi-tai-quang-ninh-3768.html,Khu Đô Thị,"Địa chỉ: Quốc lộ 18, TP. Móng Cái, Quảng Ninh",Địa chỉ:
18,tai-quang-ninh,Platin Center: Dự án shophouse tại Cẩm Phả,https://cafeland.vn/du-an/platin-center-du-an-shophouse-tai-cam-pha-3766.html,Khu Đô Thị,"Địa chỉ: đường Tân Bình, TP. Cẩm Phả, Quảng Ninh","Giá thấp nhất: 3,96 tỷ"
19,tai-quang-ninh,Sonasea Silk Path: Phân khu nhà phố tại Sonasea Vân Đồn Harbor City Quảng Ninh,https://cafeland.vn/du-an/sonasea-silk-path-phan-khu-nha-pho-tai-sonasea-van-don-harbor-city-quang-ninh-3739.html,Loại Hình Khác,"Địa chỉ: Xã Hạ Long, Vân Đồn, Quảng Ninh","Giá thấp nhất: 3,75 tỷ"
20,tai-quang-ninh,Singapore Shoptel: Phân khu tại dự án Sonasea Vân Đồn Harbor City Quảng Ninh,https://cafeland.vn/du-an/singapore-shoptel-phan-khu-tai-du-an-sonasea-van-don-harbor-city-quang-ninh-3728.html,Loại Hình Khác,"Địa chỉ: Xã Hạ Long, Vân Đồn, Quảng Ninh","Giá thấp nhất: 2,90 tỷ"
21,tai-quang-ninh,Icon40 Hạ Long: Dự án căn hộ tại Quảng Ninh,https://cafeland.vn/du-an/icon40-ha-long-du-an-can-ho-tai-quang-ninh-3712.html,Căn hộ chung cư,"Địa chỉ: đường Hoàng Quốc Việt, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 1,52 tỷ"
22,tai-quang-ninh,Monbay Vân Đồn: Dự án tổ hợp du lịch nghỉ dưỡng và khu dân cư tại tỉnh Quảng Ninh,https://cafeland.vn/du-an/monbay-van-don-du-an-to-hop-du-lich-nghi-duong-va-khu-dan-cu-tai-tinh-quang-ninh-3692.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Khu vực Ao Tiên, xã Hạ Long, Vân Đồn, Quảng Ninh",Địa chỉ:
23,tai-quang-ninh,Lideco Bãi Muối: Dự án khu đô thị tại Hạ Long,https://cafeland.vn/du-an/lideco-bai-muoi-du-an-khu-do-thi-tai-ha-long-3654.html,Khu Đô Thị,"Địa chỉ: phường Cao Thắng và Hà Khánh, TP. Hạ Long, Quảng Ninh",Địa chỉ:
24,tai-quang-ninh,Sun Harbor Plaza: Dự án tổ hợp thương mại tại thành phố Hạ Long,https://cafeland.vn/du-an/sun-harbor-plaza-du-an-to-hop-thuong-mai-tai-thanh-pho-ha-long-3635.html,Loại Hình Khác,"Địa chỉ: Đường Kỳ Quan, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 5,98 tỷ"
25,tai-quang-ninh,Vinhomes Golden Avenue: Dự án khu đô thị tại thành phố Móng Cái,https://cafeland.vn/du-an/vinhomes-golden-avenue-du-an-khu-do-thi-tai-thanh-pho-mong-cai-3611.html,Khu Đô Thị,"Địa chỉ: Cầu Bắc Luân 2, TP. Móng Cái, Quảng Ninh",Giá thấp nhất: 15 tỷ
26,tai-quang-ninh,Feni City: Dự án khu đô thị tại thành phố Hạ Long,https://cafeland.vn/du-an/feni-city-du-an-khu-do-thi-tai-thanh-pho-ha-long-3602.html,Khu Đô Thị,"Địa chỉ: Phường Hà Khánh, TP. Hạ Long, Quảng Ninh",Giá thấp nhất: 920 triệu
27,tai-quang-ninh,Cẩm Đông Ocean Park: Dự án khu đô thị tại tỉnh Quảng Ninh,https://cafeland.vn/du-an/cam-dong-ocean-park-du-an-khu-do-thi-tai-tinh-quang-ninh-3598.html,Khu Đô Thị,"Địa chỉ: Đường Vũng Đục,, TP. Cẩm Phả, Quảng Ninh",Giá thấp nhất: 3 tỷ
28,tai-quang-ninh,Hạ Long Star: Dự án khu đô thị du lịch sinh thái tại tỉnh Quảng Ninh,https://cafeland.vn/du-an/ha-long-star-du-an-khu-do-thi-du-lich-sinh-thai-tai-tinh-quang-ninh-3593.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Phường Bãi Cháy, TP. Hạ Long, Quảng Ninh",Địa chỉ:
29,tai-quang-ninh,HP Naia City Móng Cái: Dự án khu đô thị thương mại và giải trí tại tỉnh Quảng Ninh ,https://cafeland.vn/du-an/hp-naia-city-mong-cai-du-an-khu-do-thi-thuong-mai-va-giai-tri-tai-tinh-quang-ninh-3574.html,Khu Đô Thị,"Địa chỉ: phường Hải Yên, TP. Móng Cái, Quảng Ninh","Giá thấp nhất: 3,26 tỷ"
30,tai-quang-ninh,Marina Bayfront Towers: Dự án chung cư tổ hợp thương mại tại Hạ Long,https://cafeland.vn/du-an/marina-bayfront-towers-du-an-chung-cu-to-hop-thuong-mai-tai-ha-long-3570.html,Căn hộ chung cư,"Địa chỉ: Bán đảo 3 thuộc khu đô thị Hạ Long Marina, TP. Hạ Long, Quảng Ninh",Địa chỉ:
31,tai-quang-ninh,DMC Plaza: Dự án trung tâm thương mại và căn hộ tại Tp. Hạ Long ,https://cafeland.vn/du-an/dmc-plaza-du-an-trung-tam-thuong-mai-va-can-ho-tai-tp-ha-long-3555.html,Loại Hình Khác,"Địa chỉ: Tổ 3, khu 8, phố Hải Hà, TP. Hạ Long, Quảng Ninh",Địa chỉ:
32,tai-quang-ninh,Khu đô thị ven Sông Trới: Dự án tại Quảng Ninh,https://cafeland.vn/du-an/khu-do-thi-ven-song-troi-du-an-tai-quang-ninh-3465.html,Khu Đô Thị,Địa chỉ: Quảng Ninh,Địa chỉ:
33,tai-quang-ninh,"Green Park Hà Phong: Dự án nhà phố, shophouse tại Quảng Ninh",https://cafeland.vn/du-an/green-park-ha-phong-du-an-nha-pho-shophouse-tai-quang-ninh-3433.html,Khu Đô Thị,"Địa chỉ: TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 5,10 tỷ"
34,tai-quang-ninh,Kings Town: Khu đô thị mới Hạ Long,https://cafeland.vn/du-an/kings-town-khu-do-thi-moi-ha-long-3404.html,Khu Đô Thị,"Địa chỉ: đường quốc lộ 18, phường Bãi Cháy, thành phố Hạ Long, tỉnh Quảng Ninh, TP. Hạ Long, Quảng Ninh",Địa chỉ:
35,tai-quang-ninh,Xuân Lâm Riverside: Dự án Khu đô thị mới Uông Bí,https://cafeland.vn/du-an/xuan-lam-riverside-du-an-khu-do-thi-moi-uong-bi-3401.html,Khu Đô Thị,"Địa chỉ: Đường Bạch Đằng, TP. Uông Bí, Quảng Ninh","Giá thấp nhất: 1,53 tỷ"
36,tai-quang-ninh,The Premier - phân khu biệt thự dự án Sonasea Vân Đồn,https://cafeland.vn/du-an/the-premier-phan-khu-biet-thu-du-an-sonasea-van-don-3380.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: thuộc Dự án Sonasea Vân Đồn Harbor City, Vân Đồn, Quảng Ninh",Địa chỉ:
37,tai-quang-ninh,Căn hộ MGallery Residences Ha Long Bay Quảng Ninh,https://cafeland.vn/du-an/can-ho-mgallery-residences-ha-long-bay-quang-ninh-3334.html,Căn hộ chung cư,"Địa chỉ: đỉnh đồi 1, phía Tây cầu Bãi Cháy, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 3,15 tỷ"
38,tai-quang-ninh,Dự án The Sapphire Mansions – The Sapphire Residence Hạ Long,https://cafeland.vn/du-an/du-an-the-sapphire-mansions-the-sapphire-residence-ha-long-3328.html,Khu Đô Thị,"Địa chỉ: số 1 Bến Đoan, TP. Hạ Long, Quảng Ninh",Giá thấp nhất: 44 tỷ
39,tai-quang-ninh,Dự án Hà Phong Fairy City Hạ Long,https://cafeland.vn/du-an/du-an-ha-phong-fairy-city-ha-long-3212.html,Khu Đô Thị,"Địa chỉ: TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 2,40 tỷ"
40,tai-quang-ninh,Dự án Luxcity Cẩm Phả Quảng Ninh,https://cafeland.vn/du-an/du-an-luxcity-cam-pha-quang-ninh-3206.html,Căn hộ chung cư,"Địa chỉ: TP. Cẩm Phả, Quảng Ninh",Giá thấp nhất: 929 triệu
41,tai-quang-ninh,Dự án TNR Stars Đông Mai Quảng Ninh,https://cafeland.vn/du-an/du-an-tnr-stars-dong-mai-quang-ninh-3205.html,Khu Đô Thị,Địa chỉ: Quảng Ninh,"Giá thấp nhất: 1,50 tỷ"
42,tai-quang-ninh,Nhà phố Midtown One Uông Bí,https://cafeland.vn/du-an/nha-pho-midtown-one-uong-bi-3155.html,Khu Đô Thị,"Địa chỉ: TP. Uông Bí, Quảng Ninh",Giá thấp nhất: 968 triệu
43,tai-quang-ninh,Khu đô thị La Emera Ha Long Quảng Ninh,https://cafeland.vn/du-an/khu-do-thi-la-emera-ha-long-quang-ninh-3129.html,Khu Đô Thị,"Địa chỉ: Khu đô thị Khe Cá giai đoạn 2, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 1,28 tỷ"
44,tai-quang-ninh,Khu đô thị ASC Móng Cái Quảng Ninh,https://cafeland.vn/du-an/khu-do-thi-asc-mong-cai-quang-ninh-3091.html,Khu Đô Thị,"Địa chỉ: đường Trần Nhân Tông, TP. Móng Cái, Quảng Ninh",Địa chỉ:
45,tai-quang-ninh,Phân khu Wyndham Garden – Sonasea Vân Đồn Habor City Quảng Ninh,https://cafeland.vn/du-an/phan-khu-wyndham-garden-sonasea-van-don-habor-city-quang-ninh-3085.html,Nhà Phố - Biệt Thự,"Địa chỉ: Vân Đồn, Quảng Ninh","Giá thấp nhất: 5,50 tỷ"
46,tai-quang-ninh,Khu biệt thự Horizon Bay Hạ Long,https://cafeland.vn/du-an/khu-biet-thu-horizon-bay-ha-long-3066.html,Nhà Phố - Biệt Thự,"Địa chỉ: bán đảo 1 thuộc khu đô thị du lịch Halong Marina, TP. Hạ Long, Quảng Ninh",Địa chỉ:
47,tai-quang-ninh,"Tổ hợp nhà phố, shophouse The Astro Halong Bay",https://cafeland.vn/du-an/to-hop-nha-pho-shophouse-the-astro-halong-bay-3063.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: TP. Hạ Long, Quảng Ninh",Địa chỉ:
48,tai-quang-ninh,Khu đô thị Mario Starlight Uông Bí,https://cafeland.vn/du-an/khu-do-thi-mario-starlight-uong-bi-3062.html,Khu Đô Thị,"Địa chỉ: đường Bạch Đằng, TP. Uông Bí, Quảng Ninh","Giá thấp nhất: 1,60 tỷ"
49,tai-quang-ninh,"Khu biệt thự, căn hộ nghỉ dưỡng Sailing Club Residences Ha Long Bay",https://cafeland.vn/du-an/khu-biet-thu-can-ho-nghi-duong-sailing-club-residences-ha-long-bay-3040.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: khu đô thị Ha Long Marina, TP. Hạ Long, Quảng Ninh",Địa chỉ:
50,tai-quang-ninh,Khu đô thị phức hợp Vinhomes Hạ Long Xanh,https://cafeland.vn/du-an/khu-do-thi-phuc-hop-vinhomes-ha-long-xanh-3021.html,Bất Động Sản Nghỉ Dưỡng,Địa chỉ: Quảng Ninh,Địa chỉ:
51,tai-quang-ninh,Khu dân cư Opus One Uông Bí,https://cafeland.vn/du-an/khu-dan-cu-opus-one-uong-bi-3004.html,Khu Đô Thị,"Địa chỉ: Đường Trần Quốc Toản, TP. Uông Bí, Quảng Ninh","Giá thấp nhất: 1,35 tỷ"
52,tai-quang-ninh,Căn hộ chung cư Sun Grand Marina Town Hạ Long,https://cafeland.vn/du-an/can-ho-chung-cu-sun-grand-marina-town-ha-long-2998.html,Căn hộ chung cư,"Địa chỉ: đường Thương Cảng, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 2,26 tỷ"
53,tai-quang-ninh,"Tổ hợp căn hộ condotel, khách sạn The Holiday Ha Long Quảng Ninh",https://cafeland.vn/du-an/to-hop-can-ho-condotel-khach-san-the-holiday-ha-long-quang-ninh-2938.html,Căn hộ chung cư,"Địa chỉ: Đường Hạ Long, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 1,50 tỷ"
54,tai-quang-ninh,Tổ hợp biệt thự khoáng nóng Sun Onsen Village – Limited Edition Quảng Ninh,https://cafeland.vn/du-an/to-hop-biet-thu-khoang-nong-sun-onsen-village-limited-edition-quang-ninh-2903.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: TP. Cẩm Phả, Quảng Ninh","Giá thấp nhất: 17,80 tỷ"
55,tai-quang-ninh,Căn hộ khách sạn À La Carte Halong Bay Quảng Ninh,https://cafeland.vn/du-an/can-ho-khach-san-a-la-carte-halong-bay-quang-ninh-2884.html,Căn hộ chung cư,"Địa chỉ: Đường Hoàng Quốc Việt, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 1,84 tỷ"
56,tai-quang-ninh,Shophouse Việt Hàn Hạ Long,https://cafeland.vn/du-an/shophouse-viet-han-ha-long-2816.html,Loại Hình Khác,"Địa chỉ: Đường 25 tháng 4, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 13,38 tỷ"
57,tai-quang-ninh,Chung cư The Ruby Hạ Long,https://cafeland.vn/du-an/chung-cu-the-ruby-ha-long-2815.html,Căn hộ chung cư,"Địa chỉ: Lô đất KS2, khu đô thị Cao Xanh – Hà Khánh A, TP. Hạ Long, Quảng Ninh",Giá thấp nhất: 810 triệu
58,tai-quang-ninh,Dự án Green Bay Premium Hạ Long,https://cafeland.vn/du-an/du-an-green-bay-premium-ha-long-2813.html,Căn hộ chung cư,"Địa chỉ: Đường Hoàng Quốc Việt, khu đô thị Hạ Long Marina, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 1,28 tỷ"
59,tai-quang-ninh,Khu đô thị Phương Đông Quảng Ninh,https://cafeland.vn/du-an/khu-do-thi-phuong-dong-quang-ninh-2794.html,Khu Đô Thị,"Địa chỉ: Đường ĐT 334, Vân Đồn, Quảng Ninh","Giá thấp nhất: 1,83 tỷ"
60,tai-quang-ninh,Căn hộ The Dragon Castle - Dragon City Hạ Long,https://cafeland.vn/du-an/can-ho-the-dragon-castle-dragon-city-ha-long-2731.html,Căn hộ chung cư,"Địa chỉ: Quốc Lộ 18, TP. Hạ Long, Quảng Ninh",Giá thấp nhất: 950 triệu
61,tai-quang-ninh,Khu du lịch nghỉ dưỡng Trà Cổ Long Beach Luxury Quảng Ninh,https://cafeland.vn/du-an/khu-du-lich-nghi-duong-tra-co-long-beach-luxury-quang-ninh-2722.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Đường Tràng Vĩ, TP. Móng Cái, Quảng Ninh","Giá thấp nhất: 2,60 tỷ"
62,tai-quang-ninh,"Tổ hợp biệt thự, khách sạn InterContinental Residences Halong Bay Quảng Ninh",https://cafeland.vn/du-an/to-hop-biet-thu-khach-san-intercontinental-residences-halong-bay-quang-ninh-2677.html,Khu Đô Thị,"Địa chỉ: đường Hoàng Quốc Việt, TP. Hạ Long, Quảng Ninh",Địa chỉ:
63,tai-quang-ninh,"Tổ hợp căn hộ, nhà liền kề Green Diamond Hạ Long",https://cafeland.vn/du-an/to-hop-can-ho-nha-lien-ke-green-diamond-ha-long-2653.html,Khu Đô Thị,"Địa chỉ: đường Trần Thái Tông, Quảng Ninh","Giá thấp nhất: 1,50 tỷ"
64,tai-quang-ninh,Biệt thự Sun Grand City Feria Hạ Long,https://cafeland.vn/du-an/biet-thu-sun-grand-city-feria-ha-long-2658.html,Nhà Phố - Biệt Thự,"Địa chỉ: đường Kỳ Quan, TP. Hạ Long, Quảng Ninh",Giá thấp nhất: 13 tỷ
65,tai-quang-ninh,Tổ hợp khách sạn kết hợp nghỉ dưỡng Aqua City Halong - Halong Marina,https://cafeland.vn/du-an/to-hop-khach-san-ket-hop-nghi-duong-aqua-city-halong-halong-marina-2645.html,Khu Đô Thị,"Địa chỉ: đường Hoàng Quốc Việt, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 4,86 tỷ"
66,tai-quang-ninh,Khu đô thị Green Dragon City Quảng Ninh,https://cafeland.vn/du-an/khu-do-thi-green-dragon-city-quang-ninh-2607.html,Khu Đô Thị,"Địa chỉ: TP. Cẩm Phả, Quảng Ninh",Giá thấp nhất: 600 triệu
67,tai-quang-ninh,Tổ hợp nghỉ dưỡng Grand Bay Townhouse Hạ Long,https://cafeland.vn/du-an/to-hop-nghi-duong-grand-bay-townhouse-ha-long-2504.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: Bán đảo 3, đường Hoàng Quốc Việt, TP. Hạ Long, Quảng Ninh",Giá thấp nhất: 8 tỷ
68,tai-quang-ninh,Tổ hợp du lịch nghỉ dưỡng Sonasea Vân Đồn Harbor City Quảng Ninh,https://cafeland.vn/du-an/to-hop-du-lich-nghi-duong-sonasea-van-don-harbor-city-quang-ninh-2476.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: DT334, Vân Đồn, Quảng Ninh",Giá thấp nhất: 6 tỷ
69,tai-quang-ninh,Khu đô thị Royal Riverside City Móng Cái,https://cafeland.vn/du-an/khu-do-thi-royal-riverside-city-mong-cai-2472.html,Khu Đô Thị,"Địa chỉ: TP. Móng Cái, Quảng Ninh","Giá thấp nhất: 1,80 tỷ"
70,tai-quang-ninh,Khu biệt thự Monaco Hạ Long,https://cafeland.vn/du-an/khu-biet-thu-monaco-ha-long-2454.html,Nhà Phố - Biệt Thự,"Địa chỉ: số 780, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 5,15 tỷ"
71,tai-quang-ninh,Nhà phố thương mại Golden Mark Shophouse Cẩm Phả,https://cafeland.vn/du-an/nha-pho-thuong-mai-golden-mark-shophouse-cam-pha-2402.html,Loại Hình Khác,"Địa chỉ: đường Tân Bình, tổ 4, khu Diêm Thủy, TP. Cẩm Phả, Quảng Ninh","Giá thấp nhất: 2,80 tỷ"
72,tai-quang-ninh,Tổ hợp nhà phố thương mại Vincom Shophouse Cẩm Phả,https://cafeland.vn/du-an/to-hop-nha-pho-thuong-mai-vincom-shophouse-cam-pha-2322.html,Loại Hình Khác,"Địa chỉ: Quốc lộ 18, TP. Cẩm Phả, Quảng Ninh","Giá thấp nhất: 4,30 tỷ"
73,tai-quang-ninh,Tổ hợp khách sạn Eastin Phát Linh Hạ Long,https://cafeland.vn/du-an/to-hop-khach-san-eastin-phat-linh-ha-long-2316.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đại lộ Marine, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 1,70 tỷ"
74,tai-quang-ninh,Khu đô thị Promexco Móng Cái,https://cafeland.vn/du-an/khu-do-thi-promexco-mong-cai-2268.html,Khu Đô Thị,"Địa chỉ: km5 Quốc lộ 18, TP. Móng Cái, Quảng Ninh",Giá thấp nhất: 589 triệu
75,tai-quang-ninh,Khu đô thị Hòa Bình Quảng Ninh,https://cafeland.vn/du-an/khu-do-thi-hoa-binh-quang-ninh-2263.html,Khu Đô Thị,"Địa chỉ: TP. Móng Cái, Quảng Ninh",Địa chỉ:
76,tai-quang-ninh,Nhà phố thương mại Europe Hạ Long,https://cafeland.vn/du-an/nha-pho-thuong-mai-europe-ha-long-2256.html,Khu Đô Thị,"Địa chỉ: đường Hạ Long, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 5,54 tỷ"
77,tai-quang-ninh,Khu đô thị Harbor Bay Ha Long,https://cafeland.vn/du-an/khu-do-thi-harbor-bay-ha-long-2242.html,Khu Đô Thị,"Địa chỉ: bán đảo 2 Hạ Long Marina, TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 1,7 tỷ"
78,tai-quang-ninh,Biệt thự Pearl Villas Hạ Long,https://cafeland.vn/du-an/biet-thu-pearl-villas-ha-long-2183.html,Nhà Phố - Biệt Thự,"Địa chỉ: TP. Hạ Long, Quảng Ninh","Giá thấp nhất: 6,50 tỷ"
79,tai-quang-ninh,Nhà phố thương mại Loong Toong Quảng Ninh,https://cafeland.vn/du-an/nha-pho-thuong-mai-loong-toong-quang-ninh-2171.html,Khu Đô Thị,"Địa chỉ: mặt đường Quốc lộ 18, TP. Hạ Long, Quảng Ninh",Địa chỉ:
80,tai-quang-ninh,Khu nghỉ dưỡng FLC Tropical City Hạ Long,https://cafeland.vn/du-an/khu-nghi-duong-flc-tropical-city-ha-long-2116.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: khu đô thị Cao Xanh, TP. Hạ Long, Quảng Ninh",Giá thấp nhất: 750 triệu
81,tai-quang-ninh,Khu nghỉ dưỡng FLC Ngọc Vừng,https://cafeland.vn/du-an/khu-nghi-duong-flc-ngoc-vung-2109.html,Bất Động Sản Nghỉ Dưỡng,"Địa chỉ: đảo Ngọc Vừng, Vân Đồn, Quảng Ninh",Địa chỉ:
82,tai-quang-ninh,Khu dân cư Đông Dương Green Quảng Ninh,https://cafeland.vn/du-an/khu-dan-cu-dong-duong-green-quang-ninh-2072.html,Khu Đô Thị,"Địa chỉ: Quốc lộ 18, TX. Đông Triều, Quảng Ninh",Địa chỉ:
83,tai-quang-ninh,Khu biệt thự sông Uông tỉnh Quảng Ninh,https://cafeland.vn/du-an/khu-biet-thu-song-uong-tinh-quang-ninh-2051.html,Nhà Phố - Biệt Thự,"Địa chỉ: TP. Uông Bí, Quảng Ninh",Địa chỉ:
84,tai-quang-ninh,Đất nền Uông Bí New City tỉnh Quảng Ninh,https://cafeland.vn/du-an/dat-nen-uong-bi-new-city-tinh-quang-ninh-2052.html,Khu Đô Thị,"Địa chỉ: Quốc lộ 18A, TP. Uông Bí, Quảng Ninh",Địa chỉ:
85,tai-quang-ninh,Biệt thự Mon Rosalia Villas Vịnh Hạ Long,https://cafeland.vn/du-an/biet-thu-mon-rosalia-villas-vinh-ha-long-2041.html,Nhà Phố - Biệt Thự,"Địa chỉ: đường Trần Quốc Nghiễn, TP. Hạ Long, Quảng Ninh",Địa chỉ:
